,Unnamed: 0,Date,Host,Result,Guest,Status,Season,Host: Average shots stvor,Guest: Average shots stvor,Host: Average corner situation,Guest: Average corner situation,Host: SCR,Guest: SCR,Host: Ball control,Guest: Ball control,Host: current season market value,Guest: current season market value
273,273,03.11.2019,Genoa,1 : 3,Udinese,Завершен,italy-serie-a-2019-2020,4.13,3.92,4.37,5.26,0.13921113689095127,0.10559662090813093,49.37,44.66,€142.38m,€121.08m
274,274,03.11.2019,Hellas Verona,2 : 1,Brescia,Завершен,italy-serie-a-2019-2020,4.45,3.68,5.45,4.21,0.14134275618374556,0.11138613861386139,49.68,40.05,€112.53m,€83.23m
275,275,03.11.2019,Lecce,2 : 2,Sassuolo,Завершен,italy-serie-a-2019-2020,4.58,5.29,4.79,5.45,0.13888888888888887,0.16869728209934395,44.58,57.71,€52.33m,€167.98m
276,276,03.11.2019,Atalanta,0 : 2,Cagliari,Завершен,italy-serie-a-2019-2020,7.34,4.05,6.53,4.05,0.1882693700217234,0.15283842794759825,57.63,45.37,€291.43m,€167.83m
277,277,02.11.2019,Torino,0 : 1,Juventus,Завершен,italy-serie-a-2019-2020,3.89,6.26,4.74,6.18,0.13303769401330376,0.14695077149155034,47.45,58.16,€163.55m,€661.88m
278,278,02.11.2019,Bologna,1 : 2,Inter,Завершен,italy-serie-a-2019-2020,4.53,6.18,6.0,6.18,0.1269265639165911,0.17170891251022077,52.87,54.21,€129.65m,€606.05m
279,279,02.11.2019,Roma,2 : 1,Napoli,Завершен,italy-serie-a-2019-2020,5.71,6.21,7.03,5.84,0.14992503748125938,0.11976047904191618,53.03,59.32,€392.73m,€548.28m
280,280,31.10.2019,Milan,1 : 0,SPAL,Завершен,italy-serie-a-2019-2020,5.21,3.34,5.47,4.16,0.13385826771653545,0.07179487179487179,55.24,46.55,€404.33m,€73.63m
281,281,30.10.2019,Cagliari,3 : 2,Bologna,Завершен,italy-serie-a-2019-2020,4.05,4.53,4.05,6.0,0.15283842794759825,0.1269265639165911,45.37,52.87,€167.83m,€129.65m
282,282,30.10.2019,Juventus,2 : 1,Genoa,Завершен,italy-serie-a-2019-2020,6.26,4.13,6.18,4.37,0.14695077149155034,0.13921113689095127,58.16,49.37,€661.88m,€142.38m
283,283,30.10.2019,Lazio,4 : 0,Torino,Завершен,italy-serie-a-2019-2020,5.95,3.89,5.74,4.74,0.18229166666666669,0.13303769401330376,50.45,47.45,€303.88m,€163.55m
284,284,30.10.2019,Sampdoria,1 : 1,Lecce,Завершен,italy-serie-a-2019-2020,4.66,4.58,5.13,4.79,0.11423550087873462,0.13888888888888887,42.53,44.58,€135.28m,€52.33m
285,285,30.10.2019,Sassuolo,1 : 2,Fiorentina,Завершен,italy-serie-a-2019-2020,5.29,5.08,5.45,5.5,0.16869728209934395,0.12404580152671756,57.71,47.53,€167.98m,€302.23m
286,286,30.10.2019,Udinese,0 : 4,Roma,Завершен,italy-serie-a-2019-2020,3.92,5.71,5.26,7.03,0.10559662090813093,0.14992503748125938,44.66,53.03,€121.08m,€392.73m
287,287,30.10.2019,Napoli,2 : 2,Atalanta,Завершен,italy-serie-a-2019-2020,6.21,7.34,5.84,6.53,0.11976047904191618,0.1882693700217234,59.32,57.63,€548.28m,€291.43m
288,288,29.10.2019,Brescia,1 : 2,Inter,Завершен,italy-serie-a-2019-2020,3.68,6.18,4.21,6.18,0.11138613861386139,0.17170891251022077,40.05,54.21,€83.23m,€606.05m
289,289,29.10.2019,Parma,0 : 1,Hellas Verona,Завершен,italy-serie-a-2019-2020,4.11,4.45,4.39,5.45,0.15739769150052466,0.14134275618374556,43.63,49.68,€128.75m,€112.53m
290,290,27.10.2019,Fiorentina,1 : 2,Lazio,Завершен,italy-serie-a-2019-2020,5.08,5.95,5.5,5.74,0.12404580152671756,0.18229166666666669,47.53,50.45,€302.23m,€303.88m
291,291,27.10.2019,Roma,2 : 1,Milan,Завершен,italy-serie-a-2019-2020,5.71,5.21,7.03,5.47,0.14992503748125938,0.13385826771653545,53.03,55.24,€392.73m,€404.33m
292,292,27.10.2019,Atalanta,7 : 1,Udinese,Завершен,italy-serie-a-2019-2020,7.34,3.92,6.53,5.26,0.1882693700217234,0.10559662090813093,57.63,44.66,€291.43m,€121.08m
293,293,27.10.2019,SPAL,1 : 1,Napoli,Завершен,italy-serie-a-2019-2020,3.34,6.21,4.16,5.84,0.07179487179487179,0.11976047904191618,46.55,59.32,€73.63m,€548.28m
294,294,27.10.2019,Torino,1 : 1,Cagliari,Завершен,italy-serie-a-2019-2020,3.89,4.05,4.74,4.05,0.13303769401330376,0.15283842794759825,47.45,45.37,€163.55m,€167.83m
295,295,27.10.2019,Bologna,2 : 1,Sampdoria,Завершен,italy-serie-a-2019-2020,4.53,4.66,6.0,5.13,0.1269265639165911,0.11423550087873462,52.87,42.53,€129.65m,€135.28m
296,296,26.10.2019,Genoa,3 : 1,Brescia,Завершен,italy-serie-a-2019-2020,4.13,3.68,4.37,4.21,0.13921113689095127,0.11138613861386139,49.37,40.05,€142.38m,€83.23m
297,297,26.10.2019,Inter,2 : 2,Parma,Завершен,italy-serie-a-2019-2020,6.18,4.11,6.18,4.39,0.17170891251022077,0.15739769150052466,54.21,43.63,€606.05m,€128.75m
298,298,26.10.2019,Lecce,1 : 1,Juventus,Завершен,italy-serie-a-2019-2020,4.58,6.26,4.79,6.18,0.13888888888888887,0.14695077149155034,44.58,58.16,€52.33m,€661.88m
299,299,25.10.2019,Hellas Verona,0 : 1,Sassuolo,Завершен,italy-serie-a-2019-2020,4.45,5.29,5.45,5.45,0.14134275618374556,0.16869728209934395,49.68,57.71,€112.53m,€167.98m
300,300,21.10.2019,Brescia,0 : 0,Fiorentina,Завершен,italy-serie-a-2019-2020,3.68,5.08,4.21,5.5,0.11138613861386139,0.12404580152671756,40.05,47.53,€83.23m,€302.23m
301,301,20.10.2019,Milan,2 : 2,Lecce,Завершен,italy-serie-a-2019-2020,5.21,4.58,5.47,4.79,0.13385826771653545,0.13888888888888887,55.24,44.58,€404.33m,€52.33m
302,302,20.10.2019,Parma,5 : 1,Genoa,Завершен,italy-serie-a-2019-2020,4.11,4.13,4.39,4.37,0.15739769150052466,0.13921113689095127,43.63,49.37,€128.75m,€142.38m
303,303,20.10.2019,Cagliari,2 : 0,SPAL,Завершен,italy-serie-a-2019-2020,4.05,3.34,4.05,4.16,0.15283842794759825,0.07179487179487179,45.37,46.55,€167.83m,€73.63m
304,304,20.10.2019,Sampdoria,0 : 0,Roma,Завершен,italy-serie-a-2019-2020,4.66,5.71,5.13,7.03,0.11423550087873462,0.14992503748125938,42.53,53.03,€135.28m,€392.73m
305,305,20.10.2019,Udinese,1 : 0,Torino,Завершен,italy-serie-a-2019-2020,3.92,3.89,5.26,4.74,0.10559662090813093,0.13303769401330376,44.66,47.45,€121.08m,€163.55m
306,306,20.10.2019,Sassuolo,3 : 4,Inter,Завершен,italy-serie-a-2019-2020,5.29,6.18,5.45,6.18,0.16869728209934395,0.17170891251022077,57.71,54.21,€167.98m,€606.05m
307,307,19.10.2019,Juventus,2 : 1,Bologna,Завершен,italy-serie-a-2019-2020,6.26,4.53,6.18,6.0,0.14695077149155034,0.1269265639165911,58.16,52.87,€661.88m,€129.65m
308,308,19.10.2019,Napoli,2 : 0,Hellas Verona,Завершен,italy-serie-a-2019-2020,6.21,4.45,5.84,5.45,0.11976047904191618,0.14134275618374556,59.32,49.68,€548.28m,€112.53m
309,309,19.10.2019,Lazio,3 : 3,Atalanta,Завершен,italy-serie-a-2019-2020,5.95,7.34,5.74,6.53,0.18229166666666669,0.1882693700217234,50.45,57.63,€303.88m,€291.43m
310,310,18.12.2019,Brescia,0 : 2,Sassuolo,Завершен,italy-serie-a-2019-2020,3.68,5.29,4.21,5.45,0.11138613861386139,0.16869728209934395,40.05,57.71,€83.23m,€167.98m
311,311,06.10.2019,Inter,1 : 2,Juventus,Завершен,italy-serie-a-2019-2020,6.18,6.26,6.18,6.18,0.17170891251022077,0.14695077149155034,54.21,58.16,€606.05m,€661.88m
312,312,06.10.2019,Torino,0 : 0,Napoli,Завершен,italy-serie-a-2019-2020,3.89,6.21,4.74,5.84,0.13303769401330376,0.11976047904191618,47.45,59.32,€163.55m,€548.28m
313,313,06.10.2019,Atalanta,3 : 1,Lecce,Завершен,italy-serie-a-2019-2020,7.34,4.58,6.53,4.79,0.1882693700217234,0.13888888888888887,57.63,44.58,€291.43m,€52.33m
314,314,06.10.2019,Bologna,2 : 2,Lazio,Завершен,italy-serie-a-2019-2020,4.53,5.95,6.0,5.74,0.1269265639165911,0.18229166666666669,52.87,50.45,€129.65m,€303.88m
315,315,06.10.2019,Roma,1 : 1,Cagliari,Завершен,italy-serie-a-2019-2020,5.71,4.05,7.03,4.05,0.14992503748125938,0.15283842794759825,53.03,45.37,€392.73m,€167.83m
316,316,06.10.2019,Fiorentina,1 : 0,Udinese,Завершен,italy-serie-a-2019-2020,5.08,3.92,5.5,5.26,0.12404580152671756,0.10559662090813093,47.53,44.66,€302.23m,€121.08m
317,317,05.10.2019,Genoa,1 : 2,Milan,Завершен,italy-serie-a-2019-2020,4.13,5.21,4.37,5.47,0.13921113689095127,0.13385826771653545,49.37,55.24,€142.38m,€404.33m
318,318,05.10.2019,Hellas Verona,2 : 0,Sampdoria,Завершен,italy-serie-a-2019-2020,4.45,4.66,5.45,5.13,0.14134275618374556,0.11423550087873462,49.68,42.53,€112.53m,€135.28m
319,319,05.10.2019,SPAL,1 : 0,Parma,Завершен,italy-serie-a-2019-2020,3.34,4.11,4.16,4.39,0.07179487179487179,0.15739769150052466,46.55,43.63,€73.63m,€128.75m
320,320,30.09.2019,Parma,3 : 2,Torino,Завершен,italy-serie-a-2019-2020,4.11,3.89,4.39,4.74,0.15739769150052466,0.13303769401330376,43.63,47.45,€128.75m,€163.55m
321,321,29.09.2019,Milan,1 : 3,Fiorentina,Завершен,italy-serie-a-2019-2020,5.21,5.08,5.47,5.5,0.13385826771653545,0.12404580152671756,55.24,47.53,€404.33m,€302.23m
322,322,29.09.2019,Cagliari,1 : 1,Hellas Verona,Завершен,italy-serie-a-2019-2020,4.05,4.45,4.05,5.45,0.15283842794759825,0.14134275618374556,45.37,49.68,€167.83m,€112.53m
323,323,29.09.2019,Lazio,4 : 0,Genoa,Завершен,italy-serie-a-2019-2020,5.95,4.13,5.74,4.37,0.18229166666666669,0.13921113689095127,50.45,49.37,€303.88m,€142.38m
324,324,29.09.2019,Lecce,0 : 1,Roma,Завершен,italy-serie-a-2019-2020,4.58,5.71,4.79,7.03,0.13888888888888887,0.14992503748125938,44.58,53.03,€52.33m,€392.73m
325,325,29.09.2019,Udinese,1 : 0,Bologna,Завершен,italy-serie-a-2019-2020,3.92,4.53,5.26,6.0,0.10559662090813093,0.1269265639165911,44.66,52.87,€121.08m,€129.65m
326,326,29.09.2019,Napoli,2 : 1,Brescia,Завершен,italy-serie-a-2019-2020,6.21,3.68,5.84,4.21,0.11976047904191618,0.11138613861386139,59.32,40.05,€548.28m,€83.23m
327,327,28.09.2019,Sassuolo,1 : 4,Atalanta,Завершен,italy-serie-a-2019-2020,5.29,7.34,5.45,6.53,0.16869728209934395,0.1882693700217234,57.71,57.63,€167.98m,€291.43m
328,328,28.09.2019,Sampdoria,1 : 3,Inter,Завершен,italy-serie-a-2019-2020,4.66,6.18,5.13,6.18,0.11423550087873462,0.17170891251022077,42.53,54.21,€135.28m,€606.05m
329,329,28.09.2019,Juventus,2 : 0,SPAL,Завершен,italy-serie-a-2019-2020,6.26,3.34,6.18,4.16,0.14695077149155034,0.07179487179487179,58.16,46.55,€661.88m,€73.63m
330,330,26.09.2019,Torino,2 : 1,Milan,Завершен,italy-serie-a-2019-2020,3.89,5.21,4.74,5.47,0.13303769401330376,0.13385826771653545,47.45,55.24,€163.55m,€404.33m
331,331,25.09.2019,Fiorentina,2 : 1,Sampdoria,Завершен,italy-serie-a-2019-2020,5.08,4.66,5.5,5.13,0.12404580152671756,0.11423550087873462,47.53,42.53,€302.23m,€135.28m
332,332,25.09.2019,Genoa,0 : 0,Bologna,Завершен,italy-serie-a-2019-2020,4.13,4.53,4.37,6.0,0.13921113689095127,0.1269265639165911,49.37,52.87,€142.38m,€129.65m
333,333,25.09.2019,Inter,1 : 0,Lazio,Завершен,italy-serie-a-2019-2020,6.18,5.95,6.18,5.74,0.17170891251022077,0.18229166666666669,54.21,50.45,€606.05m,€303.88m
334,334,25.09.2019,Napoli,0 : 1,Cagliari,Завершен,italy-serie-a-2019-2020,6.21,4.05,5.84,4.05,0.11976047904191618,0.15283842794759825,59.32,45.37,€548.28m,€167.83m
335,335,25.09.2019,Parma,1 : 0,Sassuolo,Завершен,italy-serie-a-2019-2020,4.11,5.29,4.39,5.45,0.15739769150052466,0.16869728209934395,43.63,57.71,€128.75m,€167.98m
336,336,25.09.2019,SPAL,1 : 3,Lecce,Завершен,italy-serie-a-2019-2020,3.34,4.58,4.16,4.79,0.07179487179487179,0.13888888888888887,46.55,44.58,€73.63m,€52.33m
337,337,25.09.2019,Roma,0 : 2,Atalanta,Завершен,italy-serie-a-2019-2020,5.71,7.34,7.03,6.53,0.14992503748125938,0.1882693700217234,53.03,57.63,€392.73m,€291.43m
338,338,24.09.2019,Brescia,1 : 2,Juventus,Завершен,italy-serie-a-2019-2020,3.68,6.26,4.21,6.18,0.11138613861386139,0.14695077149155034,40.05,58.16,€83.23m,€661.88m
339,339,24.09.2019,Hellas Verona,0 : 0,Udinese,Завершен,italy-serie-a-2019-2020,4.45,3.92,5.45,5.26,0.14134275618374556,0.10559662090813093,49.68,44.66,€112.53m,€121.08m
340,340,22.09.2019,Lazio,2 : 0,Parma,Завершен,italy-serie-a-2019-2020,5.95,4.11,5.74,4.39,0.18229166666666669,0.15739769150052466,50.45,43.63,€303.88m,€128.75m
341,341,22.09.2019,Atalanta,2 : 2,Fiorentina,Завершен,italy-serie-a-2019-2020,7.34,5.08,6.53,5.5,0.1882693700217234,0.12404580152671756,57.63,47.53,€291.43m,€302.23m
342,342,22.09.2019,Bologna,1 : 2,Roma,Завершен,italy-serie-a-2019-2020,4.53,5.71,6.0,7.03,0.1269265639165911,0.14992503748125938,52.87,53.03,€129.65m,€392.73m
343,343,22.09.2019,Lecce,1 : 4,Napoli,Завершен,italy-serie-a-2019-2020,4.58,6.21,4.79,5.84,0.13888888888888887,0.11976047904191618,44.58,59.32,€52.33m,€548.28m
344,344,22.09.2019,Sampdoria,1 : 0,Torino,Завершен,italy-serie-a-2019-2020,4.66,3.89,5.13,4.74,0.11423550087873462,0.13303769401330376,42.53,47.45,€135.28m,€163.55m
345,345,22.09.2019,Sassuolo,3 : 0,SPAL,Завершен,italy-serie-a-2019-2020,5.29,3.34,5.45,4.16,0.16869728209934395,0.07179487179487179,57.71,46.55,€167.98m,€73.63m
346,346,21.09.2019,Milan,0 : 2,Inter,Завершен,italy-serie-a-2019-2020,5.21,6.18,5.47,6.18,0.13385826771653545,0.17170891251022077,55.24,54.21,€404.33m,€606.05m
347,347,21.09.2019,Juventus,2 : 1,Hellas Verona,Завершен,italy-serie-a-2019-2020,6.26,4.45,6.18,5.45,0.14695077149155034,0.14134275618374556,58.16,49.68,€661.88m,€112.53m
348,348,21.09.2019,Udinese,0 : 1,Brescia,Завершен,italy-serie-a-2019-2020,3.92,3.68,5.26,4.21,0.10559662090813093,0.11138613861386139,44.66,40.05,€121.08m,€83.23m
349,349,20.09.2019,Cagliari,3 : 1,Genoa,Завершен,italy-serie-a-2019-2020,4.05,4.13,4.05,4.37,0.15283842794759825,0.13921113689095127,45.37,49.37,€167.83m,€142.38m
350,350,16.09.2019,Torino,1 : 2,Lecce,Завершен,italy-serie-a-2019-2020,3.89,4.58,4.74,4.79,0.13303769401330376,0.13888888888888887,47.45,44.58,€163.55m,€52.33m
351,351,15.09.2019,Hellas Verona,0 : 1,Milan,Завершен,italy-serie-a-2019-2020,4.45,5.21,5.45,5.47,0.14134275618374556,0.13385826771653545,49.68,55.24,€112.53m,€404.33m
352,352,15.09.2019,Roma,4 : 2,Sassuolo,Завершен,italy-serie-a-2019-2020,5.71,5.29,7.03,5.45,0.14992503748125938,0.16869728209934395,53.03,57.71,€392.73m,€167.98m
353,353,15.09.2019,Brescia,3 : 4,Bologna,Завершен,italy-serie-a-2019-2020,3.68,4.53,4.21,6.0,0.11138613861386139,0.1269265639165911,40.05,52.87,€83.23m,€129.65m
354,354,15.09.2019,Parma,1 : 3,Cagliari,Завершен,italy-serie-a-2019-2020,4.11,4.05,4.39,4.05,0.15739769150052466,0.15283842794759825,43.63,45.37,€128.75m,€167.83m
355,355,15.09.2019,SPAL,2 : 1,Lazio,Завершен,italy-serie-a-2019-2020,3.34,5.95,4.16,5.74,0.07179487179487179,0.18229166666666669,46.55,50.45,€73.63m,€303.88m
356,356,15.09.2019,Genoa,1 : 2,Atalanta,Завершен,italy-serie-a-2019-2020,4.13,7.34,4.37,6.53,0.13921113689095127,0.1882693700217234,49.37,57.63,€142.38m,€291.43m
357,357,14.09.2019,Inter,1 : 0,Udinese,Завершен,italy-serie-a-2019-2020,6.18,3.92,6.18,5.26,0.17170891251022077,0.10559662090813093,54.21,44.66,€606.05m,€121.08m
358,358,14.09.2019,Napoli,2 : 0,Sampdoria,Завершен,italy-serie-a-2019-2020,6.21,4.66,5.84,5.13,0.11976047904191618,0.11423550087873462,59.32,42.53,€548.28m,€135.28m
359,359,14.09.2019,Fiorentina,0 : 0,Juventus,Завершен,italy-serie-a-2019-2020,5.08,6.26,5.5,6.18,0.12404580152671756,0.14695077149155034,47.53,58.16,€302.23m,€661.88m
360,360,01.09.2019,Atalanta,2 : 3,Torino,Завершен,italy-serie-a-2019-2020,7.34,3.89,6.53,4.74,0.1882693700217234,0.13303769401330376,57.63,47.45,€291.43m,€163.55m
361,361,01.09.2019,Cagliari,1 : 2,Inter,Завершен,italy-serie-a-2019-2020,4.05,6.18,4.05,6.18,0.15283842794759825,0.17170891251022077,45.37,54.21,€167.83m,€606.05m
362,362,01.09.2019,Genoa,2 : 1,Fiorentina,Завершен,italy-serie-a-2019-2020,4.13,5.08,4.37,5.5,0.13921113689095127,0.12404580152671756,49.37,47.53,€142.38m,€302.23m
363,363,01.09.2019,Lecce,0 : 1,Hellas Verona,Завершен,italy-serie-a-2019-2020,4.58,4.45,4.79,5.45,0.13888888888888887,0.14134275618374556,44.58,49.68,€52.33m,€112.53m
364,364,01.09.2019,Sassuolo,4 : 1,Sampdoria,Завершен,italy-serie-a-2019-2020,5.29,4.66,5.45,5.13,0.16869728209934395,0.11423550087873462,57.71,42.53,€167.98m,€135.28m
365,365,01.09.2019,Udinese,1 : 3,Parma,Завершен,italy-serie-a-2019-2020,3.92,4.11,5.26,4.39,0.10559662090813093,0.15739769150052466,44.66,43.63,€121.08m,€128.75m
366,366,01.09.2019,Lazio,1 : 1,Roma,Завершен,italy-serie-a-2019-2020,5.95,5.71,5.74,7.03,0.18229166666666669,0.14992503748125938,50.45,53.03,€303.88m,€392.73m
367,367,31.08.2019,Juventus,4 : 3,Napoli,Завершен,italy-serie-a-2019-2020,6.26,6.21,6.18,5.84,0.14695077149155034,0.11976047904191618,58.16,59.32,€661.88m,€548.28m
368,368,31.08.2019,Milan,1 : 0,Brescia,Завершен,italy-serie-a-2019-2020,5.21,3.68,5.47,4.21,0.13385826771653545,0.11138613861386139,55.24,40.05,€404.33m,€83.23m
369,369,30.08.2019,Bologna,1 : 0,SPAL,Завершен,italy-serie-a-2019-2020,4.53,3.34,6.0,4.16,0.1269265639165911,0.07179487179487179,52.87,46.55,€129.65m,€73.63m
370,370,26.08.2019,Inter,4 : 0,Lecce,Завершен,italy-serie-a-2019-2020,6.18,4.58,6.18,4.79,0.17170891251022077,0.13888888888888887,54.21,44.58,€606.05m,€52.33m
371,371,25.08.2019,Cagliari,0 : 1,Brescia,Завершен,italy-serie-a-2019-2020,4.05,3.68,4.05,4.21,0.15283842794759825,0.11138613861386139,45.37,40.05,€167.83m,€83.23m
372,372,25.08.2019,Hellas Verona,1 : 1,Bologna,Завершен,italy-serie-a-2019-2020,4.45,4.53,5.45,6.0,0.14134275618374556,0.1269265639165911,49.68,52.87,€112.53m,€129.65m
373,373,25.08.2019,Roma,3 : 3,Genoa,Завершен,italy-serie-a-2019-2020,5.71,4.13,7.03,4.37,0.14992503748125938,0.13921113689095127,53.03,49.37,€392.73m,€142.38m
374,374,25.08.2019,Sampdoria,0 : 3,Lazio,Завершен,italy-serie-a-2019-2020,4.66,5.95,5.13,5.74,0.11423550087873462,0.18229166666666669,42.53,50.45,€135.28m,€303.88m
375,375,25.08.2019,SPAL,2 : 3,Atalanta,Завершен,italy-serie-a-2019-2020,3.34,7.34,4.16,6.53,0.07179487179487179,0.1882693700217234,46.55,57.63,€73.63m,€291.43m
376,376,25.08.2019,Torino,2 : 1,Sassuolo,Завершен,italy-serie-a-2019-2020,3.89,5.29,4.74,5.45,0.13303769401330376,0.16869728209934395,47.45,57.71,€163.55m,€167.98m
377,377,25.08.2019,Udinese,1 : 0,Milan,Завершен,italy-serie-a-2019-2020,3.92,5.21,5.26,5.47,0.10559662090813093,0.13385826771653545,44.66,55.24,€121.08m,€404.33m
378,378,24.08.2019,Fiorentina,3 : 4,Napoli,Завершен,italy-serie-a-2019-2020,5.08,6.21,5.5,5.84,0.12404580152671756,0.11976047904191618,47.53,59.32,€302.23m,€548.28m
379,379,24.08.2019,Parma,0 : 1,Juventus,Завершен,italy-serie-a-2019-2020,4.11,6.26,4.39,6.18,0.15739769150052466,0.14695077149155034,43.63,58.16,€128.75m,€661.88m
